date,close,open,high,low
20240709,"18,429.29","18,465.02","18,511.89","18,381.60"
20240708,"18,403.74","18,371.86","18,416.94","18,342.60"
20240705,"18,352.76","18,200.60","18,366.31","18,197.13"
20240703,"18,188.30","18,016.12","18,188.30","18,016.12"
20240702,"18,028.76","17,808.04","18,031.29","17,802.24"
20240701,"17,879.30","17,773.90","17,894.28","17,657.64"
20240628,"17,732.60","17,891.10","18,035.00","17,723.83"
20240627,"17,858.68","17,793.95","17,892.78","17,765.42"
20240626,"17,805.16","17,697.27","17,813.55","17,687.07"
20240625,"17,717.65","17,572.16","17,734.35","17,546.63"
20240624,"17,496.82","17,640.26","17,730.12","17,494.02"
20240621,"17,689.36","17,681.01","17,787.34","17,620.57"
20240620,"17,721.59","17,913.94","17,936.79","17,650.70"
20240618,"17,862.23","17,856.76","17,890.52","17,796.88"
20240617,"17,857.02","17,697.30","17,935.98","17,636.36"
20240614,"17,688.88","17,621.18","17,693.43","17,590.80"
20240613,"17,667.56","17,715.27","17,741.80","17,566.32"
20240612,"17,608.44","17,502.15","17,725.39","17,490.64"
20240611,"17,343.55","17,160.42","17,345.05","17,107.99"
20240610,"17,192.53","17,083.45","17,213.45","17,057.34"
20240607,"17,133.13","17,124.13","17,229.31","17,090.04"
20240606,"17,173.12","17,204.87","17,235.73","17,123.59"
20240605,"17,187.90","16,974.48","17,187.92","16,955.56"
20240604,"16,857.05","16,823.88","16,891.87","16,750.39"
20240603,"16,828.67","16,865.70","16,909.89","16,646.43"
20240531,"16,735.02","16,771.90","16,789.27","16,445.54"
20240530,"16,737.08","16,878.63","16,900.46","16,690.36"
20240529,"16,920.58","16,879.35","16,989.60","16,873.97"
20240528,"17,019.88","16,988.31","17,032.65","16,917.51"
20240524,"16,920.79","16,786.79","16,947.79","16,771.58"
20240523,"16,736.03","16,996.38","16,996.38","16,678.37"
20240522,"16,801.54","16,839.02","16,855.27","16,712.09"
20240521,"16,832.62","16,736.10","16,839.02","16,719.97"
20240520,"16,794.87","16,702.02","16,823.83","16,695.69"
20240517,"16,685.97","16,708.49","16,726.41","16,613.84"
20240516,"16,698.32","16,738.11","16,797.83","16,693.45"
20240515,"16,742.39","16,601.14","16,749.74","16,544.09"
20240514,"16,511.18","16,391.16","16,526.27","16,386.44"
20240513,"16,388.24","16,400.31","16,407.05","16,334.86"
20240510,"16,340.87","16,389.02","16,437.39","16,293.52"
20240509,"16,346.26","16,323.74","16,362.79","16,241.98"
20240508,"16,302.76","16,226.07","16,341.65","16,226.07"
20240507,"16,332.55","16,358.34","16,397.39","16,303.84"
20240506,"16,349.25","16,208.54","16,350.08","16,197.86"
20240503,"16,156.33","16,147.48","16,204.71","16,068.34"
20240502,"15,840.96","15,758.11","15,862.79","15,604.73"
20240501,"15,605.48","15,646.09","15,926.22","15,557.64"
20240430,"15,657.82","15,920.89","15,979.36","15,655.67"
20240429,"15,983.08","16,007.00","16,021.50","15,885.89"
20240426,"15,927.90","15,821.33","15,981.00","15,770.72"
20240425,"15,611.76","15,375.26","15,644.51","15,343.91"
20240424,"15,712.75","15,805.60","15,839.00","15,634.44"
20240423,"15,696.64","15,525.55","15,730.35","15,510.58"
20240422,"15,451.30","15,396.13","15,539.00","15,265.66"
20240419,"15,282.01","15,547.10","15,576.70","15,222.78"
20240418,"15,601.50","15,705.70","15,786.12","15,587.50"
20240417,"15,683.37","15,942.29","15,957.03","15,654.51"
20240416,"15,865.25","15,856.38","15,965.79","15,822.02"
20240415,"15,885.02","16,276.47","16,295.27","15,863.88"
20240412,"16,175.09","16,293.03","16,341.46","16,125.33"
20240411,"16,442.20","16,236.20","16,464.60","16,154.65"
20240410,"16,170.36","16,104.01","16,200.10","16,092.02"
20240409,"16,306.64","16,328.76","16,348.18","16,141.15"
20240408,"16,253.96","16,285.18","16,323.60","16,220.72"
20240405,"16,248.52","16,095.40","16,326.50","16,080.49"
20240404,"16,049.08","16,418.57","16,468.04","16,046.56"
20240403,"16,277.46","16,178.79","16,340.74","16,169.31"
20240402,"16,240.45","16,199.24","16,251.41","16,137.24"
20240401,"16,396.83","16,397.05","16,490.65","16,327.89"
20240328,"16,379.46","16,377.23","16,420.92","16,347.38"
20240327,"16,399.52","16,424.76","16,431.82","16,279.17"
20240326,"16,315.70","16,446.85","16,476.38","16,312.95"
20240325,"16,384.47","16,335.30","16,441.17","16,315.72"
20240322,"16,428.82","16,387.83","16,467.62","16,361.00"
20240321,"16,401.84","16,517.24","16,538.86","16,393.90"
20240320,"16,369.41","16,185.76","16,377.44","16,127.48"
20240319,"16,166.79","16,031.93","16,175.59","15,951.86"
20240318,"16,103.45","16,154.92","16,247.59","16,094.17"
20240315,"15,973.17","16,043.58","16,055.33","15,925.91"
20240314,"16,128.53","16,209.19","16,245.32","16,039.68"
20240313,"16,177.77","16,220.11","16,233.29","16,143.34"
20240312,"16,265.64","16,116.98","16,275.45","15,992.98"
20240311,"16,019.27","16,052.63","16,085.95","15,978.04"
20240308,"16,085.11","16,322.10","16,449.70","16,059.50"
20240307,"16,273.38","16,147.32","16,309.02","16,096.01"
20240306,"16,031.54","16,092.00","16,128.56","15,956.66"
20240305,"15,939.59","16,077.74","16,087.57","15,862.63"
20240304,"16,207.51","16,264.21","16,289.06","16,199.06"
20240301,"16,274.94","16,109.83","16,302.24","16,096.60"
20240229,"16,091.92","16,059.34","16,115.96","15,931.70"
20240228,"15,947.74","15,969.14","16,003.56","15,924.72"
20240227,"16,035.30","16,013.98","16,046.10","15,940.51"
20240226,"15,976.25","16,014.45","16,054.90","15,973.90"
20240223,"15,996.82","16,094.80","16,134.22","15,954.50"
20240222,"16,041.62","15,904.48","16,061.82","15,869.24"
20240221,"15,580.87","15,532.12","15,583.68","15,451.65"
20240220,"15,630.78","15,679.84","15,730.47","15,508.50"
20240216,"15,775.65","15,910.43","15,917.41","15,752.02"
20240215,"15,906.17","15,865.30","15,911.22","15,779.71"
20240214,"15,859.15","15,781.71","15,865.51","15,683.94"
20240213,"15,655.60","15,598.88","15,770.42","15,551.44"
20240212,"15,942.54","15,980.62","16,080.07","15,917.87"
20240209,"15,990.66","15,842.38","16,007.29","15,831.76"
20240208,"15,793.71","15,762.23","15,813.27","15,739.18"
20240207,"15,756.64","15,690.35","15,770.67","15,645.80"
20240206,"15,609.00","15,638.19","15,652.75","15,515.25"
20240205,"15,597.68","15,613.99","15,637.88","15,471.68"
20240202,"15,628.95","15,403.16","15,664.21","15,366.78"
20240201,"15,361.64","15,254.02","15,372.13","15,208.88"
20240131,"15,164.01","15,324.19","15,405.55","15,158.49"
20240130,"15,509.90","15,604.08","15,619.23","15,484.67"
20240129,"15,628.04","15,470.66","15,630.58","15,449.87"
20240126,"15,455.36","15,474.85","15,538.84","15,433.04"
20240125,"15,510.50","15,555.62","15,597.25","15,430.68"
20240124,"15,481.92","15,560.61","15,629.07","15,468.91"
20240123,"15,425.94","15,391.41","15,432.35","15,337.23"
20240122,"15,360.29","15,393.05","15,438.85","15,333.63"
20240119,"15,310.97","15,122.38","15,310.97","15,087.20"
20240118,"15,055.65","14,994.52","15,066.81","14,911.11"
20240117,"14,855.62","14,814.77","14,865.76","14,706.23"
20240116,"14,944.35","14,908.26","15,004.35","14,863.81"
20240112,"14,972.76","15,001.01","15,047.25","14,931.88"
20240111,"14,970.18","15,020.95","15,063.61","14,800.38"
20240110,"14,969.65","14,877.70","14,998.20","14,842.70"
20240109,"14,857.71","14,744.13","14,894.32","14,716.71"
20240108,"14,843.77","14,564.47","14,846.90","14,560.20"
20240105,"14,524.07","14,500.11","14,625.19","14,477.57"
20240104,"14,510.30","14,532.23","14,632.77","14,504.78"
20240103,"14,592.21","14,641.47","14,694.58","14,577.44"
20240102,"14,765.94","14,873.70","14,887.80","14,682.38"
20231229,"15,011.35","15,099.20","15,111.41","14,955.37"
20231228,"15,095.14","15,142.09","15,150.07","15,087.22"
20231227,"15,099.18","15,089.66","15,114.08","15,051.67"
20231226,"15,074.57","15,028.69","15,101.18","15,024.06"
20231222,"14,992.97","15,006.18","15,047.19","14,927.12"
20231221,"14,963.87","14,923.14","14,970.81","14,837.47"
20231220,"14,777.94","14,973.36","15,069.29","14,776.29"
20231219,"15,003.22","14,923.02","15,003.80","14,921.60"
20231218,"14,905.19","14,814.02","14,938.04","14,811.82"
20231215,"14,813.92","14,797.46","14,848.41","14,753.16"
20231214,"14,761.56","14,798.72","14,855.62","14,642.23"
20231213,"14,733.96","14,555.68","14,743.55","14,517.53"
20231212,"14,533.40","14,423.01","14,533.40","14,385.39"
20231211,"14,432.49","14,340.13","14,436.08","14,324.57"
20231208,"14,403.97","14,279.46","14,416.92","14,264.96"
20231207,"14,339.99","14,230.43","14,353.11","14,220.87"
20231206,"14,146.71","14,325.62","14,327.63","14,138.51"
20231205,"14,229.91","14,126.40","14,285.66","14,121.76"
20231204,"14,185.49","14,168.66","14,197.52","14,058.52"
20231201,"14,305.03","14,181.35","14,311.95","14,135.00"
20231130,"14,226.22","14,265.05","14,289.20","14,127.05"
20231129,"14,258.49","14,367.11","14,423.22","14,247.89"
20231128,"14,281.76","14,224.63","14,303.66","14,195.72"
20231127,"14,241.02","14,239.31","14,305.71","14,205.24"
20231124,"14,250.86","14,238.04","14,270.28","14,214.13"
20231122,"14,265.86","14,283.82","14,359.61","14,226.63"
20231121,"14,199.98","14,217.23","14,237.50","14,146.30"
20231120,"14,284.53","14,134.75","14,309.80","14,134.20"
20231117,"14,125.48","14,101.43","14,154.32","14,063.93"
20231116,"14,113.67","14,066.88","14,130.45","14,033.79"
20231115,"14,103.84","14,147.27","14,194.36","14,060.70"
20231114,"14,094.38","14,015.37","14,124.06","14,003.14"
20231113,"13,767.74","13,745.96","13,805.11","13,687.78"
20231110,"13,798.11","13,571.19","13,802.53","13,556.35"
20231109,"13,521.45","13,693.70","13,697.82","13,506.02"
20231108,"13,650.41","13,660.22","13,684.87","13,573.58"
20231107,"13,639.86","13,555.79","13,675.46","13,516.56"
20231106,"13,518.78","13,514.08","13,551.62","13,435.99"
20231103,"13,478.28","13,362.85","13,520.28","13,344.73"
20231102,"13,294.19","13,230.49","13,302.18","13,177.64"
20231101,"13,061.47","12,887.06","13,072.42","12,875.20"
20231031,"12,851.24","12,786.62","12,859.40","12,697.04"
20231030,"12,789.48","12,750.46","12,842.96","12,691.56"
20231027,"12,643.01","12,718.69","12,772.43","12,600.57"
20231026,"12,595.61","12,768.97","12,818.14","12,543.86"
20231025,"12,821.22","13,039.86","13,042.52","12,804.30"
20231024,"13,139.88","13,084.99","13,170.39","13,022.85"
20231023,"13,018.33","12,930.85","13,143.22","12,848.83"
20231020,"12,983.81","13,157.77","13,177.35","12,977.43"
20231019,"13,186.17","13,354.80","13,404.73","13,157.33"
20231018,"13,314.30","13,439.68","13,499.74","13,275.30"
20231017,"13,533.75","13,419.87","13,602.25","13,364.74"
20231016,"13,567.98","13,453.81","13,598.05","13,447.17"
20231013,"13,407.23","13,613.59","13,619.54","13,361.85"
20231012,"13,574.22","13,672.47","13,714.14","13,491.56"
20231011,"13,659.68","13,619.21","13,671.11","13,549.29"
20231010,"13,562.84","13,505.81","13,659.63","13,491.81"
20231009,"13,484.24","13,326.22","13,509.30","13,277.48"
20231006,"13,431.34","13,127.68","13,472.27","13,099.03"
20231005,"13,219.83","13,228.12","13,251.18","13,087.57"
20231004,"13,236.01","13,092.92","13,258.76","13,072.51"
20231003,"13,059.47","13,229.68","13,280.04","13,008.60"
20231002,"13,307.77","13,217.99","13,364.03","13,204.08"
20230929,"13,219.32","13,337.71","13,382.98","13,177.09"
20230928,"13,201.28","13,043.37","13,270.97","13,025.11"
20230927,"13,092.85","13,115.36","13,156.37","12,963.16"
20230926,"13,063.61","13,180.96","13,199.13","13,033.40"
20230925,"13,271.32","13,172.54","13,277.83","13,132.00"
20230922,"13,211.81","13,287.17","13,353.22","13,200.64"
20230921,"13,223.99","13,328.06","13,362.23","13,222.56"
20230920,"13,469.13","13,710.26","13,727.81","13,467.28"
20230919,"13,678.19","13,649.44","13,705.15","13,578.87"
20230918,"13,710.24","13,669.96","13,751.28","13,663.46"
20230915,"13,708.33","13,889.20","13,895.75","13,684.24"
20230914,"13,926.05","13,889.76","13,957.57","13,810.66"
20230913,"13,813.58","13,773.67","13,868.57","13,733.82"
20230912,"13,773.62","13,858.94","13,913.60","13,763.69"
20230911,"13,917.89","13,884.03","13,937.46","13,805.13"
20230908,"13,761.53","13,754.71","13,843.37","13,733.18"
20230907,"13,748.83","13,675.11","13,774.63","13,642.47"
20230906,"13,872.47","13,988.81","14,001.95","13,802.42"
20230905,"14,020.95","13,994.54","14,060.85","13,945.65"
20230901,"14,031.82","14,129.96","14,149.62","13,982.42"
20230831,"14,034.97","14,041.54","14,114.67","14,010.48"
20230830,"14,019.31","13,961.77","14,050.82","13,924.20"
20230829,"13,943.76","13,687.23","13,959.81","13,677.06"
20230828,"13,705.13","13,695.36","13,735.98","13,626.64"
20230825,"13,590.65","13,514.37","13,633.42","13,376.34"
20230824,"13,463.97","13,834.31","13,834.68","13,462.84"
20230823,"13,721.03","13,532.43","13,757.00","13,532.43"
20230822,"13,505.87","13,593.95","13,598.76","13,484.38"
20230821,"13,497.59","13,347.26","13,516.86","13,325.59"
20230818,"13,290.78","13,190.02","13,335.87","13,161.76"
20230817,"13,316.93","13,527.30","13,535.09","13,303.45"
20230816,"13,474.63","13,593.17","13,644.32","13,473.03"
20230815,"13,631.05","13,760.48","13,774.98","13,611.93"
20230814,"13,788.33","13,599.00","13,789.16","13,582.49"
20230811,"13,644.85","13,633.65","13,720.33","13,609.98"
20230810,"13,721.03","13,818.25","13,947.16","13,686.51"
20230809,"13,705.08","13,897.61","13,898.54","13,698.39"
20230808,"13,867.19","13,875.45","13,899.74","13,769.34"
20230807,"13,977.13","13,972.45","13,997.15","13,864.92"
20230804,"13,892.07","14,025.96","14,119.22","13,897.93"
20230803,"13,959.71","13,899.76","14,032.28","13,881.35"
20230802,"13,973.45","14,132.73","14,133.85","13,914.81"
20230801,"14,283.91","14,274.93","14,309.21","14,215.64"
20230731,"14,346.02","14,337.90","14,370.91","14,292.75"
20230728,"14,316.66","14,199.83","14,344.35","14,188.10"
20230727,"14,050.11","14,319.16","14,360.20","14,006.92"
20230726,"14,127.28","14,123.52","14,187.35","14,041.95"
20230725,"14,144.55","14,093.24","14,201.91","14,092.52"
20230724,"14,058.87","14,081.63","14,110.15","13,997.13"
20230721,"14,032.80","14,148.17","14,179.01","14,020.45"
20230720,"14,063.31","14,273.29","14,309.92","14,030.63"
20230719,"14,358.02","14,398.53","14,446.55","14,317.09"
20230718,"14,353.64","14,212.25","14,396.69","14,176.11"
20230717,"14,244.95","14,149.92","14,274.41","14,138.00"
20230714,"14,113.70","14,166.66","14,232.11","14,081.96"
20230713,"14,138.57","14,021.15","14,163.80","14,012.24"
20230712,"13,918.96","13,915.64","13,963.45","13,842.13"
20230711,"13,760.70","13,709.82","13,774.83","13,643.32"
20230710,"13,685.48","13,645.37","13,692.41","13,584.87"
20230707,"13,660.72","13,668.07","13,804.51","13,656.74"
20230706,"13,679.04","13,653.17","13,689.52","13,567.25"
20230705,"13,791.65","13,772.10","13,844.50","13,764.25"
20230703,"13,816.77","13,798.70","13,839.09","13,773.41"
20230630,"13,787.92","13,719.98","13,816.67","13,716.16"
20230629,"13,591.33","13,592.36","13,618.53","13,540.26"
20230628,"13,591.75","13,506.02","13,654.14","13,495.73"
20230627,"13,555.67","13,389.25","13,578.80","13,366.97"
20230626,"13,335.78","13,468.75","13,573.57","13,334.42"
20230623,"13,492.52","13,484.10","13,572.18","13,442.65"
20230622,"13,630.61","13,443.41","13,631.85","13,441.56"
20230621,"13,502.20","13,620.87","13,638.57","13,460.94"
20230620,"13,667.29","13,642.29","13,711.18","13,561.84"
20230616,"13,689.57","13,859.07","13,864.06","13,680.96"
20230615,"13,782.82","13,572.88","13,828.17","13,561.37"
20230614,"13,626.48","13,570.56","13,661.74","13,455.99"
20230613,"13,573.32","13,566.53","13,594.40","13,473.19"
20230612,"13,461.92","13,326.37","13,465.91","13,302.58"
20230609,"13,259.14","13,312.39","13,385.95","13,229.33"
20230608,"13,238.52","13,113.27","13,248.60","13,101.18"
20230607,"13,104.89","13,295.26","13,361.90","13,089.48"
20230606,"13,276.42","13,199.59","13,306.21","13,165.65"
20230605,"13,229.43","13,238.48","13,330.65","13,194.95"
20230602,"13,240.77","13,190.48","13,256.21","13,125.86"
20230601,"13,100.98","12,944.46","13,141.83","12,903.63"
20230531,"12,935.29","12,968.38","13,029.08","12,889.37"
20230530,"13,017.43","13,109.10","13,154.29","12,968.12"
20230526,"12,975.69","12,736.42","13,001.91","12,729.74"
20230525,"12,698.09","12,706.44","12,736.92","12,604.89"
20230524,"12,484.16","12,481.89","12,529.63","12,415.85"
20230523,"12,560.25","12,652.88","12,709.74","12,554.43"
20230522,"12,720.78","12,664.44","12,756.22","12,655.26"
20230519,"12,657.90","12,709.46","12,731.73","12,624.06"
20230518,"12,688.84","12,513.87","12,698.50","12,512.26"
20230517,"12,500.57","12,388.58","12,514.07","12,335.02"
20230516,"12,343.05","12,327.05","12,403.81","12,324.52"
20230515,"12,365.21","12,301.17","12,376.40","12,263.35"
20230512,"12,284.74","12,350.52","12,364.65","12,209.58"
20230511,"12,328.51","12,321.26","12,347.38","12,255.44"
20230510,"12,306.44","12,286.66","12,337.69","12,180.86"
20230509,"12,179.55","12,195.78","12,216.13","12,174.06"
20230508,"12,256.92","12,231.68","12,264.99","12,178.26"
20230505,"12,235.41","12,073.03","12,264.83","12,065.72"
20230504,"11,966.40","11,997.34","12,033.15","11,925.37"
20230503,"12,025.33","12,097.04","12,212.55","12,022.46"
20230502,"12,080.51","12,198.02","12,206.58","12,015.22"
20230501,"12,212.60","12,210.05","12,261.32","12,181.08"
20230428,"12,226.58","12,117.54","12,227.72","12,082.57"
20230427,"12,142.24","11,972.15","12,154.01","11,950.92"
20230426,"11,854.35","11,913.23","11,967.99","11,833.07"
20230425,"11,799.16","11,968.81","11,990.46","11,798.77"
20230424,"12,037.20","12,053.47","12,103.58","11,960.30"
20230421,"12,072.46","12,046.03","12,097.15","11,986.82"
20230420,"12,059.56","12,039.08","12,155.96","12,011.95"
20230419,"12,157.23","12,063.68","12,191.10","12,060.17"
20230418,"12,153.41","12,234.56","12,245.43","12,110.23"
20230417,"12,157.72","12,108.23","12,159.02","12,064.10"
20230414,"12,123.46","12,117.91","12,205.72","12,026.55"
20230413,"12,166.27","11,997.42","12,178.80","11,995.94"
20230412,"11,929.34","12,110.87","12,134.50","11,916.54"
20230411,"12,031.88","12,080.24","12,091.27","12,011.40"
20230410,"12,084.36","11,975.13","12,084.95","11,924.20"
20230406,"12,087.96","11,939.08","12,098.50","11,898.36"
20230405,"11,996.86","12,081.76","12,086.75","11,931.84"
20230404,"12,126.33","12,208.49","12,224.68","12,081.81"
20230403,"12,189.45","12,146.09","12,196.34","12,086.52"
20230331,"12,221.91","12,031.54","12,227.93","12,030.44"
20230330,"12,013.47","12,010.45","12,044.79","11,953.37"
20230329,"11,926.24","11,855.59","11,941.59","11,823.35"
20230328,"11,716.08","11,752.76","11,752.76","11,635.03"
20230327,"11,768.84","11,868.54","11,903.21","11,739.05"
20230324,"11,823.96","11,747.62","11,826.23","11,670.67"
20230323,"11,787.40","11,811.32","11,962.69","11,684.52"
20230322,"11,669.96","11,857.50","12,013.99","11,666.85"
20230321,"11,860.11","11,764.79","11,879.16","11,724.91"
20230320,"11,675.54","11,614.39","11,695.55","11,550.69"
20230317,"11,630.51","11,696.34","11,773.11","11,562.63"
20230316,"11,717.28","11,384.87","11,733.80","11,365.49"
20230315,"11,434.05","11,291.17","11,447.90","11,238.44"
20230314,"11,428.15","11,357.74","11,467.01","11,284.93"
20230313,"11,188.84","11,041.46","11,326.73","10,982.80"
20230310,"11,138.89","11,325.36","11,373.81","11,093.86"
20230309,"11,338.36","11,578.31","11,667.12","11,319.98"
20230308,"11,576.00","11,553.09","11,601.23","11,487.75"
20230307,"11,530.33","11,670.98","11,705.96","11,512.03"
20230306,"11,675.74","11,736.87","11,827.92","11,667.48"
20230303,"11,689.01","11,524.65","11,699.63","11,514.74"
20230302,"11,462.98","11,273.77","11,487.59","11,273.61"
20230301,"11,379.48","11,447.58","11,479.00","11,349.87"
20230228,"11,455.54","11,451.05","11,548.22","11,435.39"
20230227,"11,466.98","11,517.19","11,565.23","11,444.60"
20230224,"11,394.94","11,404.18","11,434.36","11,334.46"
20230223,"11,590.40","11,636.93","11,638.97","11,432.58"
20230222,"11,507.07","11,517.20","11,582.52","11,445.17"
20230221,"11,492.30","11,640.37","11,684.14","11,491.18"
20230217,"11,787.27","11,777.50","11,803.22","11,673.21"
20230216,"11,855.83","11,896.31","12,040.34","11,853.36"
20230215,"12,070.59","11,905.12","12,071.29","11,876.82"
20230214,"11,960.14","11,808.20","11,999.85","11,760.57"
20230213,"11,891.79","11,759.09","11,910.92","11,719.73"
20230210,"11,718.12","11,714.60","11,775.80","11,630.54"
20230209,"11,789.58","12,069.10","12,070.96","11,745.11"
20230208,"11,910.52","12,069.12","12,096.39","11,890.09"
20230207,"12,113.79","11,891.25","12,150.22","11,836.78"
20230206,"11,887.45","11,904.41","11,973.41","11,843.49"
20230203,"12,006.96","11,946.86","12,231.31","11,946.86"
20230202,"12,200.82","12,065.15","12,269.55","12,024.14"
20230201,"11,816.32","11,573.14","11,904.02","11,500.33"
20230131,"11,584.55","11,398.58","11,586.01","11,398.37"
20230130,"11,393.81","11,512.34","11,553.31","11,388.54"
20230127,"11,621.71","11,470.47","11,691.89","11,470.27"
20230126,"11,512.41","11,458.41","11,516.05","11,341.19"
20230125,"11,313.36","11,146.53","11,334.22","11,069.17"
20230124,"11,334.27","11,302.93","11,378.15","11,282.65"
20230123,"11,364.41","11,171.94","11,405.50","11,144.03"
20230120,"11,140.43","10,924.66","11,143.17","10,885.64"
20230119,"10,852.27","10,890.40","10,932.52","10,804.57"
20230118,"10,957.01","11,170.95","11,223.41","10,952.05"
20230117,"11,095.11","11,070.00","11,145.44","11,024.72"
20230113,"11,079.16","10,906.37","11,084.01","10,900.16"
20230112,"11,001.11","10,969.26","11,027.75","10,797.12"
20230111,"10,931.67","10,794.99","10,932.44","10,762.73"
20230110,"10,742.63","10,607.72","10,743.67","10,589.59"
20230109,"10,635.65","10,662.11","10,807.26","10,619.12"
20230106,"10,569.29","10,363.96","10,604.14","10,265.04"
20230105,"10,305.24","10,390.31","10,393.22","10,295.25"
20230104,"10,458.76","10,467.82","10,515.22","10,337.64"
20230103,"10,386.99","10,562.06","10,613.06","10,309.16"
20221230,"10,466.48","10,368.37","10,468.31","10,324.70"
20221229,"10,478.09","10,321.46","10,502.08","10,301.06"
20221228,"10,213.29","10,339.20","10,414.82","10,207.47"
20221227,"10,353.23","10,462.19","10,472.32","10,340.73"
20221223,"10,497.86","10,437.75","10,514.76","10,361.82"
20221222,"10,476.12","10,586.46","10,599.34","10,313.32"
20221221,"10,709.37","10,592.00","10,753.57","10,569.20"
20221220,"10,547.11","10,490.89","10,609.46","10,446.82"
20221219,"10,546.03","10,707.44","10,713.97","10,497.55"
20221216,"10,705.41","10,767.63","10,833.24","10,642.10"
20221215,"10,810.53","11,012.62","11,029.57","10,775.61"
20221214,"11,170.89","11,248.09","11,352.09","11,065.24"
20221213,"11,256.81","11,542.84","11,571.64","11,160.54"
20221212,"11,143.74","11,015.48","11,144.67","10,984.82"
20221209,"11,004.62","11,038.17","11,138.70","10,999.26"
20221208,"11,082.00","11,011.33","11,119.16","10,939.47"
20221207,"10,958.55","10,963.95","11,039.81","10,910.62"
20221206,"11,014.89","11,228.42","11,241.42","10,956.20"
20221205,"11,239.94","11,380.99","11,425.51","11,193.03"
20221202,"11,461.50","11,308.38","11,492.32","11,296.72"
20221201,"11,482.45","11,475.17","11,546.77","11,378.75"
20221130,"11,468.00","10,995.20","11,468.47","10,966.53"
20221129,"10,983.78","11,060.02","11,086.02","10,944.37"
20221128,"11,049.50","11,147.57","11,217.75","11,020.69"
20221125,"11,226.36","11,231.00","11,261.57","11,206.38"
20221123,"11,285.32","11,174.61","11,310.82","11,174.61"
20221122,"11,174.41","11,058.56","11,179.87","10,975.66"
20221121,"11,024.51","11,091.01","11,128.78","10,999.75"
20221118,"11,146.06","11,257.01","11,259.44","11,059.16"
20221117,"11,144.96","11,008.67","11,198.84","11,006.21"
20221116,"11,183.66","11,260.09","11,286.10","11,162.92"
20221115,"11,358.41","11,474.82","11,492.62","11,241.15"
20221114,"11,196.22","11,233.90","11,350.13","11,167.17"
20221111,"11,323.33","11,124.75","11,352.43","11,069.83"
20221110,"11,114.15","10,869.17","11,119.12","10,779.95"
20221109,"10,353.17","10,528.45","10,564.97","10,344.01"
20221108,"10,616.20","10,611.53","10,745.64","10,472.73"
20221107,"10,564.52","10,516.94","10,587.96","10,428.91"
20221104,"10,475.25","10,548.14","10,553.63","10,262.93"
20221103,"10,342.94","10,399.45","10,486.01","10,319.54"
20221102,"10,524.80","10,885.01","10,993.24","10,522.90"
20221101,"10,890.84","11,154.74","11,156.35","10,881.19"
20221031,"10,988.15","11,028.43","11,047.94","10,914.00"
20221028,"11,102.45","10,766.20","11,117.04","10,766.20"
20221027,"10,792.67","10,971.95","10,998.73","10,780.50"
20221026,"10,970.99","10,969.02","11,205.84","10,948.38"
20221025,"11,199.12","10,996.97","11,210.38","10,996.97"
20221024,"10,952.61","10,867.07","10,983.52","10,713.33"
20221021,"10,859.72","10,576.04","10,875.72","10,542.43"
20221020,"10,614.84","10,657.41","10,837.30","10,574.55"
